path,id,landmark_id,label
train_10gb/7/b/e/7bea524600c55d4c.jpg,7bea524600c55d4c,60532,8904
train_10gb/7/b/e/7bea5248e19540f4.jpg,7bea5248e19540f4,82436,12178
train_10gb/7/b/e/7bea5a61706bd911.jpg,7bea5a61706bd911,107657,15837
train_10gb/7/b/e/7bea5eb3fea031da.jpg,7bea5eb3fea031da,128599,18816
train_10gb/7/b/e/7bea61a2f5c04027.jpg,7bea61a2f5c04027,135025,19773
train_10gb/7/b/e/7bea63e3931238dc.jpg,7bea63e3931238dc,107186,15767
train_10gb/7/b/e/7bea64409b454987.jpg,7bea64409b454987,89371,13170
train_10gb/7/b/e/7bea677742b198c7.jpg,7bea677742b198c7,86999,12831
train_10gb/7/b/e/7bea681f7677dd5a.jpg,7bea681f7677dd5a,192979,27953
train_10gb/7/b/e/7bea683e8b841151.jpg,7bea683e8b841151,159613,23251
train_10gb/7/b/e/7bea689d49f6f486.jpg,7bea689d49f6f486,91411,13452
train_10gb/7/b/e/7bea6afe339e5066.jpg,7bea6afe339e5066,100028,14669
train_10gb/7/b/e/7bea6d14c1641436.jpg,7bea6d14c1641436,178616,25899
train_10gb/7/b/e/7bea717c69791fea.jpg,7bea717c69791fea,175174,25431
train_10gb/7/b/e/7bea72406b798353.jpg,7bea72406b798353,16701,2418
train_10gb/7/b/e/7bea737fc135d85c.jpg,7bea737fc135d85c,178490,25883
train_10gb/7/b/e/7bea75f898328413.jpg,7bea75f898328413,158085,23047
train_10gb/7/b/e/7bea7a4dab80354e.jpg,7bea7a4dab80354e,137661,20164
train_10gb/7/b/e/7bea7e0763540bd2.jpg,7bea7e0763540bd2,73872,10857
train_10gb/7/b/e/7bea8b4ee3319e78.jpg,7bea8b4ee3319e78,192672,27911
train_10gb/7/b/e/7bea8f0845dd5880.jpg,7bea8f0845dd5880,69973,10278
train_10gb/7/b/e/7bea907e6e1ece24.jpg,7bea907e6e1ece24,192931,27946
train_10gb/7/b/e/7bea958466fdcbe9.jpg,7bea958466fdcbe9,112750,16541
train_10gb/7/b/e/7bea9db69ef41480.jpg,7bea9db69ef41480,65758,9673
train_10gb/7/b/e/7bea9db74a3b35aa.jpg,7bea9db74a3b35aa,38482,5638
train_10gb/7/b/e/7bea9e1920c36d88.jpg,7bea9e1920c36d88,168154,24422
train_10gb/7/b/e/7beaa2d17e3dace6.jpg,7beaa2d17e3dace6,164598,23956
train_10gb/7/b/e/7beaa946fdd3b4d4.jpg,7beaa946fdd3b4d4,178085,25823
train_10gb/7/b/e/7beaae5586c1349e.jpg,7beaae5586c1349e,143710,21025
train_10gb/7/b/e/7beab05e3725d512.jpg,7beab05e3725d512,139894,20474
train_10gb/7/b/e/7beab996acb1af7b.jpg,7beab996acb1af7b,151586,22108
train_10gb/7/b/e/7beabe07933bfba4.jpg,7beabe07933bfba4,138982,20333
train_10gb/7/b/e/7beac2f7dbeae349.jpg,7beac2f7dbeae349,16453,2383
train_10gb/7/b/e/7beac44f819c19e0.jpg,7beac44f819c19e0,140556,20573
train_10gb/7/b/e/7beace51f50e0983.jpg,7beace51f50e0983,74758,10999
train_10gb/7/b/e/7bead12e8f3d6a4c.jpg,7bead12e8f3d6a4c,191291,27711
train_10gb/7/b/e/7bead19a2062bc0a.jpg,7bead19a2062bc0a,61146,8996
train_10gb/7/b/e/7bead22deff876b9.jpg,7bead22deff876b9,9640,1385
train_10gb/7/b/e/7bead4315c18d24c.jpg,7bead4315c18d24c,13227,1915
train_10gb/7/b/e/7bead539538e5ff5.jpg,7bead539538e5ff5,5389,794
train_10gb/7/b/e/7bead5dc3417dfe8.jpg,7bead5dc3417dfe8,71933,10561
train_10gb/7/b/e/7beada290c438e99.jpg,7beada290c438e99,191079,27679
train_10gb/7/b/e/7beadca439818feb.jpg,7beadca439818feb,132965,19473
train_10gb/7/b/e/7beade25ffea5f62.jpg,7beade25ffea5f62,74401,10948
train_10gb/7/b/e/7beadea9634458f4.jpg,7beadea9634458f4,60045,8831
train_10gb/7/b/e/7beae2dda67e1882.jpg,7beae2dda67e1882,79583,11742
